;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;C11;SYBR;;Unkn;;;36,7721517921377;36,7721517921377;0;NaN;NaN;NaN;0;72;
;C12;SYBR;;Unkn;;;21,2608820981855;21,2608820981855;0;NaN;NaN;NaN;0;72;
;D01;SYBR;;Unkn;;;21,4199407887812;21,4199407887812;0;NaN;NaN;NaN;0;72;
;D02;SYBR;;Unkn;;;22,1591075728275;22,1591075728275;0;NaN;NaN;NaN;0;72;
;D03;SYBR;;Unkn;;;21,9138813048111;21,9138813048111;0;NaN;NaN;NaN;0;72;
;D04;SYBR;;Unkn;;;22,2648717567015;22,2648717567015;0;NaN;NaN;NaN;0;72;
;D05;SYBR;;Unkn;;;21,8189029542574;21,8189029542574;0;NaN;NaN;NaN;0;72;
;D06;SYBR;;Unkn;;;19,2092512644286;19,2092512644286;0;NaN;NaN;NaN;0;72;
;D07;SYBR;;Unkn;;;39,2052864052098;39,2052864052098;0;NaN;NaN;NaN;0;72;
;D08;SYBR;;Unkn;;;21,3237934805541;21,3237934805541;0;NaN;NaN;NaN;0;72;
;D09;SYBR;;Unkn;;;21,4013988936666;21,4013988936666;0;NaN;NaN;NaN;0;72;
;D10;SYBR;;Unkn;;;21,4438230410216;21,4438230410216;0;NaN;NaN;NaN;0;72;
;D11;SYBR;;Unkn;;;31,1124738030911;31,1124738030911;0;NaN;NaN;NaN;0;72;
;D12;SYBR;;Unkn;;;21,195415622545;21,195415622545;0;NaN;NaN;NaN;0;72;
;E01;SYBR;;Unkn;;;18,1154444993278;18,1154444993278;0;NaN;NaN;NaN;0;72;
;E02;SYBR;;Unkn;;;18,0698060791253;18,0698060791253;0;NaN;NaN;NaN;0;72;
;E03;SYBR;;Unkn;;;17,6410711015056;17,6410711015056;0;NaN;NaN;NaN;0;72;
;E04;SYBR;;Unkn;;;20,0623791288394;20,0623791288394;0;NaN;NaN;NaN;0;72;
;E05;SYBR;;Unkn;;;17,5884631541515;17,5884631541515;0;NaN;NaN;NaN;0;72;
;E06;SYBR;;Unkn;;;18,2616360695466;18,2616360695466;0;NaN;NaN;NaN;0;72;
;E07;SYBR;;Unkn;;;19,5370567401401;19,5370567401401;0;NaN;NaN;NaN;0;72;
;E08;SYBR;;Unkn;;;18,1171330113751;18,1171330113751;0;NaN;NaN;NaN;0;72;
;E09;SYBR;;Unkn;;;19,4915841671421;19,4915841671421;0;NaN;NaN;NaN;0;72;
;E10;SYBR;;Unkn;;;16,7154485513948;16,7154485513948;0;NaN;NaN;NaN;0;72;
;E11;SYBR;;Unkn;;;17,5324592537389;17,5324592537389;0;NaN;NaN;NaN;0;72;
;E12;SYBR;;Unkn;;;20,6803886245316;20,6803886245316;0;NaN;NaN;NaN;0;72;
;F01;SYBR;;Unkn;;;18,2910954629552;18,2910954629552;0;NaN;NaN;NaN;0;72;
;F02;SYBR;;Unkn;;;18,0348971252417;18,0348971252417;0;NaN;NaN;NaN;0;72;
;F03;SYBR;;Unkn;;;17,7461686786486;17,7461686786486;0;NaN;NaN;NaN;0;72;
;F04;SYBR;;Unkn;;;19,6679571615814;19,6679571615814;0;NaN;NaN;NaN;0;72;
;F05;SYBR;;Unkn;;;18,2840687126945;18,2840687126945;0;NaN;NaN;NaN;0;72;
;F06;SYBR;;Unkn;;;18,3072448769082;18,3072448769082;0;NaN;NaN;NaN;0;72;
;F07;SYBR;;Unkn;;;19,4286228746374;19,4286228746374;0;NaN;NaN;NaN;0;72;
;F08;SYBR;;Unkn;;;18,2479441265293;18,2479441265293;0;NaN;NaN;NaN;0;72;
;F09;SYBR;;Unkn;;;19,6499769077067;19,6499769077067;0;NaN;NaN;NaN;0;72;
;F10;SYBR;;Unkn;;;17,128218872588;17,128218872588;0;NaN;NaN;NaN;0;72;
;F11;SYBR;;Unkn;;;17,1817880854153;17,1817880854153;0;NaN;NaN;NaN;0;72;
;F12;SYBR;;Unkn;;;20,7152309466728;20,7152309466728;0;NaN;NaN;NaN;0;72;
;G01;SYBR;;Unkn;;;22,1937862421458;22,1937862421458;0;NaN;NaN;NaN;0;72;
;G02;SYBR;;Unkn;;;21,4282206233361;21,4282206233361;0;NaN;NaN;NaN;0;72;
;G03;SYBR;;Unkn;;;21,0290551741043;21,0290551741043;0;NaN;NaN;NaN;0;72;
;G04;SYBR;;Unkn;;;21,1073621411932;21,1073621411932;0;NaN;NaN;NaN;0;72;
;G05;SYBR;;Unkn;;;22,9334875175114;22,9334875175114;0;NaN;NaN;NaN;0;72;
;G06;SYBR;;Unkn;;;20,6627477088368;20,6627477088368;0;NaN;NaN;NaN;0;72;
;G07;SYBR;;Unkn;;;24,7981492704895;24,7981492704895;0;NaN;NaN;NaN;0;72;
;G08;SYBR;;Unkn;;;20,9935457620516;20,9935457620516;0;NaN;NaN;NaN;0;72;
;G09;SYBR;;Unkn;;;21,4969240670521;21,4969240670521;0;NaN;NaN;NaN;0;72;
;G10;SYBR;;Unkn;;;21,2354373518667;21,2354373518667;0;NaN;NaN;NaN;0;72;
;G11;SYBR;;Unkn;;;22,7871676467423;22,7871676467423;0;NaN;NaN;NaN;0;72;
;G12;SYBR;;Unkn;;;20,6020356989758;20,6020356989758;0;NaN;NaN;NaN;0;72;
;H01;SYBR;;Unkn;;;22,5368502706668;22,5368502706668;0;NaN;NaN;NaN;0;72;
;H02;SYBR;;Unkn;;;21,5732054330023;21,5732054330023;0;NaN;NaN;NaN;0;72;
;H03;SYBR;;Unkn;;;21,2279738305699;21,2279738305699;0;NaN;NaN;NaN;0;72;
;H04;SYBR;;Unkn;;;21,0695036886623;21,0695036886623;0;NaN;NaN;NaN;0;72;
;H05;SYBR;;Unkn;;;22,3582049968444;22,3582049968444;0;NaN;NaN;NaN;0;72;
;H06;SYBR;;Unkn;;;21,3509823749758;21,3509823749758;0;NaN;NaN;NaN;0;72;
;H07;SYBR;;Unkn;;;25,1243423931974;25,1243423931974;0;NaN;NaN;NaN;0;72;
;H08;SYBR;;Unkn;;;20,8184101788022;20,8184101788022;0;NaN;NaN;NaN;0;72;
;H09;SYBR;;Unkn;;;21,3875789429834;21,3875789429834;0;NaN;NaN;NaN;0;72;
;H10;SYBR;;Unkn;;;21,342814206063;21,342814206063;0;NaN;NaN;NaN;0;72;
;H11;SYBR;;Unkn;;;22,7495666970612;22,7495666970612;0;NaN;NaN;NaN;0;72;
;H12;SYBR;;Unkn;;;21,1706623024582;21,1706623024582;0;NaN;NaN;NaN;0;72;
