;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;G11;SYBR;;Unkn;;;20,5510443697746;20,5510443697746;0;NaN;NaN;NaN;0;72;
;G12;SYBR;;Unkn;;;20,9426403583631;20,9426403583631;0;NaN;NaN;NaN;0;72;
;H01;SYBR;;Unkn;;;21,3010561825311;21,3010561825311;0;NaN;NaN;NaN;0;72;
;H02;SYBR;;Unkn;;;21,4152926218525;21,4152926218525;0;NaN;NaN;NaN;0;72;
;H03;SYBR;;Unkn;;;21,3056802111113;21,3056802111113;0;NaN;NaN;NaN;0;72;
;H04;SYBR;;Unkn;;;22,1547438617995;22,1547438617995;0;NaN;NaN;NaN;0;72;
;H05;SYBR;;Unkn;;;21,5929818052645;21,5929818052645;0;NaN;NaN;NaN;0;72;
;H06;SYBR;;Unkn;;;22,1323973788821;22,1323973788821;0;NaN;NaN;NaN;0;72;
;H07;SYBR;;Unkn;;;21,4001238937179;21,4001238937179;0;NaN;NaN;NaN;0;72;
;H08;SYBR;;Unkn;;;21,0911154860757;21,0911154860757;0;NaN;NaN;NaN;0;72;
;H09;SYBR;;Unkn;;;21,8127565801102;21,8127565801102;0;NaN;NaN;NaN;0;72;
;H10;SYBR;;Unkn;;;20,758792570643;20,758792570643;0;NaN;NaN;NaN;0;72;
;H11;SYBR;;Unkn;;;20,2793087817026;20,2793087817026;0;NaN;NaN;NaN;0;72;
;H12;SYBR;;Unkn;;;21,3573432909165;21,3573432909165;0;NaN;NaN;NaN;0;72;
